"Status","Year","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Hartlepool and Stockton-on-Tees","25","[c]","27490","27570"
"Leaver Dept.","2021","Heart of Essex","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hertfordshire","30","[c]","41150","38910"
"Leaver Dept.","2021","Hounslow and Richmond upon Thames","40","[c]","30390","28990"
"Leaver Dept.","2021","Inverclyde, East Renfrewshire and Renfrewshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kensington & Chelsea and Hammersmith & Fulham","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent Thames Gateway","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Kingston upon Hull, City of","15","[c]","30730","27570"
"Leaver Dept.","2021","Lambeth","90","[c]","46540","45180"
"Leaver Dept.","2021","Lancaster and Wyre","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","265","[c]","33780","30600"
"Leaver Dept.","2021","Leicester","30","[c]","22570","20300"
"Leaver Dept.","2021","Leicestershire CC and Rutland","15","[c]","24500","23730"
"Leaver Dept.","2021","Lewisham and Southwark","30","[c]","37760","31060"
"Leaver Dept.","2021","Lincolnshire","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Liverpool","190","[c]","28560","24880"
"Leaver Dept.","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","210","[c]","32150","27570"
"Leaver Dept.","2021","Medway","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Merton, Kingston upon Thames and Sutton","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Kent","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Lancashire","115","[c]","30610","27570"
"Leaver Dept.","2021","Milton Keynes","25","[c]","27760","27570"
"Leaver Dept.","2021","Monmouthshire and Newport","135","[c]","36840","35790"
"Leaver Dept.","2021","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North and North East Lincolnshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Hampshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North Lanarkshire","50","[c]","24450","26840"
"Leaver Dept.","2021","North Northamptonshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire CC","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Norwich and East Norfolk","15","[c]","35120","34800"
"Leaver Dept.","2021","Nottingham","155","[c]","27670","22410"
"Leaver Dept.","2021","Overseas","120","[c]","50990","52500"
"Leaver Dept.","2021","Oxfordshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Peterborough","25","[c]","29160","27120"
"Leaver Dept.","2021","Plymouth","40","[c]","26740","21600"
"Leaver Dept.","2021","Portsmouth","30","[c]","34440","26670"
"Leaver Dept.","2021","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Redbridge and Waltham Forest","15","[c]","28080","25110"
"Leaver Dept.","2021","Sandwell","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sefton","125","[c]","30860","27570"
"Leaver Dept.","2021","Sheffield","140","[c]","34670","31990"
"Leaver Dept.","2021","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire CC","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Solihull","30","[c]","26730","24890"
"Leaver Dept.","2021","Somerset","25","[c]","35020","33290"
"Leaver Dept.","2021","South and West Derbyshire","15","[c]","38250","33520"
"Leaver Dept.","2021","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","70","[c]","30750","29300"
"Leaver Dept.","2021","South Lanarkshire","75","[c]","44950","42890"
"Leaver Dept.","2021","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","5","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","30","[c]","32260","28200"
"Leaver Dept.","2021","Southend-on-Sea","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","35","[c]","30150","27230"
"Leaver Dept.","2021","Stoke-on-Trent","35","[c]","21780","20170"
"Leaver Dept.","2021","Suffolk","30","[c]","27310","28450"
"Leaver Dept.","2021","Sunderland","85","[c]","25510","27570"
"Leaver Dept.","2021","Swansea","140","[c]","27670","21590"
"Leaver Dept.","2021","Swindon","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","315","[c]","47100","40600"
"Leaver Dept.","2021","Tyneside","365","[c]","28290","25310"
"Leaver Dept.","2021","Unknown","705","[c]","35580","32000"
"Leaver Dept.","2021","Wakefield","15","[c]","30510","29390"
"Leaver Dept.","2021","Walsall","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","20","[c]","30730","27570"
"Leaver Dept.","2021","Warwickshire","15","[c]","26180","21430"
"Leaver Dept.","2021","West Cumbria","10","[c]","29080","23120"
"Leaver Dept.","2021","West Essex","10","[c]","[c]","[c]"
"Leaver Dept.","2021","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Lothian","15","[c]","[c]","[c]"
"Leaver Dept.","2021","West Northamptonshire","15","[c]","[c]","[c]"
"Leaver Dept.","2021","West Surrey","25","[c]","30880","28210"
"Leaver Dept.","2021","West Sussex (North East)","10","[c]","26060","25300"
"Leaver Dept.","2021","West Sussex (South West)","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","4340","[c]","44910","39760"
"Leaver Dept.","2021","Wiltshire","65","[c]","38650","37320"
"Leaver Dept.","2021","Wirral","30","[c]","29520","27570"
"Leaver Dept.","2021","Wolverhampton","20","[c]","23320","21010"
"Leaver Dept.","2021","Worcestershire","35","[c]","35420","30880"
"Leaver Dept.","2021","York","95","[c]","36610","32860"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","190","[c]","28000","27570"
"New entrant CS","2021","Angus and Dundee City","140","[c]","25250","21010"
"New entrant CS","2021","Antrim and Newtownabbey","15","[c]","21140","19560"
"New entrant CS","2021","Ards and North Down","10","[c]","27160","21080"
"New entrant CS","2021","Barking & Dagenham and Havering","170","[c]","29510","31060"
"New entrant CS","2021","Barnet","390","[c]","32700","31060"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","295","[c]","23670","22850"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","1140","[c]","31780","27570"
"New entrant CS","2021","Bedford","160","[c]","25420","27570"
"New entrant CS","2021","Belfast","315","[c]","24170","20140"
"New entrant CS","2021","Berkshire","475","[c]","30380","29290"
"New entrant CS","2021","Bexley and Greenwich","330","[c]","28860","30150"
"New entrant CS","2021","Birmingham","1325","[c]","29180","25560"
"New entrant CS","2021","Blackburn with Darwen","25","[c]","24890","27570"
"New entrant CS","2021","Blackpool","690","[c]","23000","21010"
"New entrant CS","2021","Bournemouth and Poole","110","[c]","25610","27570"
"New entrant CS","2021","Bradford","270","[c]","25270","25560"
"New entrant CS","2021","Breckland and South Norfolk","60","[c]","23390","22850"
"New entrant CS","2021","Brent","155","[c]","29420","31060"
"New entrant CS","2021","Bridgend and Neath Port Talbot","75","[c]","25510","24240"
"New entrant CS","2021","Brighton and Hove","150","[c]","25810","27570"
"New entrant CS","2021","Bristol, City of","880","[c]","30290","27570"
"New entrant CS","2021","Bromley","110","[c]","28020","31060"
"New entrant CS","2021","Buckinghamshire CC","260","[c]","28880","27570"
"New entrant CS","2021","Caithness and Sutherland and Ross and Cromarty","20","[c]","24130","25140"
"New entrant CS","2021","Calderdale and Kirklees","135","[c]","26330","27570"
"New entrant CS","2021","Cambridgeshire CC","385","[c]","30070","27340"
"New entrant CS","2021","Camden and City of London","340","[c]","30690","24090"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","900","[c]","25690","21010"
"New entrant CS","2021","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","35","[c]","25310","26350"
"New entrant CS","2021","Central Hampshire","380","[c]","28880","26350"
"New entrant CS","2021","Central Valleys","95","[c]","24690","22920"
"New entrant CS","2021","Cheshire East","90","[c]","25940","22850"
"New entrant CS","2021","Cheshire West and Chester","130","[c]","22310","21010"
"New entrant CS","2021","Chorley and West Lancashire","105","[c]","25330","24120"
"New entrant CS","2021","City of Edinburgh","1500","[c]","30580","26160"
"New entrant CS","2021","Clackmannanshire and Fife","95","[c]","26190","26350"
"New entrant CS","2021","Conwy and Denbighshire","25","[c]","24850","21010"
"New entrant CS","2021","Cornwall and Isles of Scilly","180","[c]","27020","27570"
"New entrant CS","2021","Coventry","345","[c]","31580","27570"
"New entrant CS","2021","Croydon","755","[c]","34700","30120"
"New entrant CS","2021","Darlington","75","[c]","29410","25000"
"New entrant CS","2021","Derby","140","[c]","25810","27570"
"New entrant CS","2021","Devon CC","690","[c]","26140","22850"
"New entrant CS","2021","Dorset CC","195","[c]","25160","22850"
"New entrant CS","2021","Dudley","110","[c]","24580","27570"
"New entrant CS","2021","Dumfries and Galloway","50","[c]","24390","25140"
"New entrant CS","2021","Durham CC","405","[c]","23030","21010"
"New entrant CS","2021","Ealing","160","[c]","30260","31060"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","70","[c]","23940","23230"
"New entrant CS","2021","East Cumbria","60","[c]","26600","21050"
"New entrant CS","2021","East Derbyshire","55","[c]","26690","27570"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","145","[c]","26650","23540"
"New entrant CS","2021","East Kent","510","[c]","25970","24880"
"New entrant CS","2021","East Lancashire","45","[c]","23830","26130"
"New entrant CS","2021","East Lothian and Midlothian","10","[c]","27570","27570"
"New entrant CS","2021","East Merseyside","135","[c]","26890","27570"
"New entrant CS","2021","East Riding of Yorkshire","180","[c]","24390","22850"
"New entrant CS","2021","East Surrey","160","[c]","28160","29290"
"New entrant CS","2021","East Sussex CC","340","[c]","24040","22920"
"New entrant CS","2021","Enfield","135","[c]","30070","31060"
"New entrant CS","2021","Essex Haven Gateway","125","[c]","29050","29290"
"New entrant CS","2021","Essex Thames Gateway","165","[c]","25940","24180"
"New entrant CS","2021","Falkirk","155","[c]","22430","21010"
"New entrant CS","2021","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","185","[c]","23280","22850"
"New entrant CS","2021","Glasgow City","1195","[c]","27480","23450"
"New entrant CS","2021","Gloucestershire","180","[c]","26130","27570"
"New entrant CS","2021","Greater Manchester North East","250","[c]","26360","27570"
"New entrant CS","2021","Greater Manchester North West","190","[c]","23320","21010"
"New entrant CS","2021","Greater Manchester South East","230","[c]","22740","21010"
"New entrant CS","2021","Greater Manchester South West","790","[c]","26530","24880"
"New entrant CS","2021","Gwent Valleys","75","[c]","25540","27570"
"New entrant CS","2021","Gwynedd","65","[c]","21400","21010"
"New entrant CS","2021","Hackney and Newham","370","[c]","29870","31060"
"New entrant CS","2021","Haringey and Islington","415","[c]","28220","31030"
"New entrant CS","2021","Harrow and Hillingdon","360","[c]","29350","31060"
"New entrant CS","2021","Hartlepool and Stockton-on-Tees","115","[c]","23250","22850"
"New entrant CS","2021","Heart of Essex","230","[c]","27650","27700"
"New entrant CS","2021","Herefordshire, County of","55","[c]","27820","26970"
"New entrant CS","2021","Hertfordshire","500","[c]","28290","29290"
"New entrant CS","2021","Hounslow and Richmond upon Thames","370","[c]","29070","30720"
"New entrant CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","65","[c]","27800","26160"
"New entrant CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","130","[c]","25610","21030"
"New entrant CS","2021","Isle of Anglesey","15","[c]","26050","21430"
"New entrant CS","2021","Isle of Wight","90","[c]","24300","24120"
"New entrant CS","2021","Kensington & Chelsea and Hammersmith & Fulham","205","[c]","29300","31060"
"New entrant CS","2021","Kent Thames Gateway","270","[c]","26740","27850"
"New entrant CS","2021","Kingston upon Hull, City of","175","[c]","25590","24880"
"New entrant CS","2021","Lambeth","1260","[c]","37110","32330"
"New entrant CS","2021","Lancaster and Wyre","175","[c]","23040","21010"
"New entrant CS","2021","Leeds","1885","[c]","28790","27570"
"New entrant CS","2021","Leicester","405","[c]","24080","22350"
"New entrant CS","2021","Leicestershire CC and Rutland","195","[c]","25360","22850"
"New entrant CS","2021","Lewisham and Southwark","305","[c]","31070","31060"
"New entrant CS","2021","Lincolnshire","285","[c]","26800","25790"
"New entrant CS","2021","Lisburn and Castlereagh","15","[c]","26010","24880"
"New entrant CS","2021","Liverpool","590","[c]","26430","21430"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","25","[c]","23220","21710"
"New entrant CS","2021","Luton","125","[c]","24430","27570"
"New entrant CS","2021","Manchester","1215","[c]","30930","27570"
"New entrant CS","2021","Medway","175","[c]","26750","27850"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","205","[c]","29830","31060"
"New entrant CS","2021","Mid Kent","140","[c]","28610","29290"
"New entrant CS","2021","Mid Lancashire","250","[c]","24460","22350"
"New entrant CS","2021","Milton Keynes","150","[c]","25160","27570"
"New entrant CS","2021","Monmouthshire and Newport","815","[c]","28900","27570"
"New entrant CS","2021","Na h-Eileanan Siar","10","[c]","24990","21010"
"New entrant CS","2021","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","85","[c]","23020","21430"
"New entrant CS","2021","North and West Norfolk","90","[c]","25060","24230"
"New entrant CS","2021","North Hampshire","160","[c]","28280","27120"
"New entrant CS","2021","North Lanarkshire","125","[c]","23640","20760"
"New entrant CS","2021","North Northamptonshire","110","[c]","27230","27570"
"New entrant CS","2021","North Nottinghamshire","110","[c]","24150","22920"
"New entrant CS","2021","North Yorkshire CC","205","[c]","28000","27570"
"New entrant CS","2021","Northumberland","40","[c]","25780","27570"
"New entrant CS","2021","Norwich and East Norfolk","235","[c]","25960","23750"
"New entrant CS","2021","Nottingham","845","[c]","28280","25560"
"New entrant CS","2021","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","40","[c]","37810","33000"
"New entrant CS","2021","Oxfordshire","370","[c]","27840","27570"
"New entrant CS","2021","Perth and Kinross and Stirling","120","[c]","25960","25980"
"New entrant CS","2021","Peterborough","145","[c]","26130","27570"
"New entrant CS","2021","Plymouth","335","[c]","26640","22350"
"New entrant CS","2021","Portsmouth","440","[c]","28200","25190"
"New entrant CS","2021","Powys","35","[c]","23160","21010"
"New entrant CS","2021","Redbridge and Waltham Forest","295","[c]","28500","31060"
"New entrant CS","2021","Sandwell","45","[c]","23070","21010"
"New entrant CS","2021","Scottish Borders","40","[c]","29960","27570"
"New entrant CS","2021","Sefton","375","[c]","26560","24880"
"New entrant CS","2021","Sheffield","735","[c]","28450","25000"
"New entrant CS","2021","Shetland Islands","15","[c]","26040","26160"
"New entrant CS","2021","Shropshire CC","110","[c]","26810","27570"
"New entrant CS","2021","Solihull","55","[c]","27790","27570"
"New entrant CS","2021","Somerset","215","[c]","26020","22920"
"New entrant CS","2021","South and West Derbyshire","105","[c]","24950","26370"
"New entrant CS","2021","South Ayrshire","80","[c]","26550","27570"
"New entrant CS","2021","South Hampshire","575","[c]","29020","28290"
"New entrant CS","2021","South Lanarkshire","235","[c]","21360","20140"
"New entrant CS","2021","South Nottinghamshire","55","[c]","26500","22850"
"New entrant CS","2021","South Teesside","110","[c]","22310","21010"
"New entrant CS","2021","South West Wales","105","[c]","23560","21050"
"New entrant CS","2021","Southampton","225","[c]","30260","27570"
"New entrant CS","2021","Southend-on-Sea","120","[c]","29080","29290"
"New entrant CS","2021","Staffordshire CC","475","[c]","24660","23700"
"New entrant CS","2021","Stoke-on-Trent","280","[c]","22060","18880"
"New entrant CS","2021","Suffolk","490","[c]","25220","25980"
"New entrant CS","2021","Sunderland","340","[c]","24570","25560"
"New entrant CS","2021","Swansea","560","[c]","24120","21590"
"New entrant CS","2021","Swindon","100","[c]","26920","27570"
"New entrant CS","2021","Telford and Wrekin","185","[c]","32610","27570"
"New entrant CS","2021","Thurrock","50","[c]","23390","21430"
"New entrant CS","2021","Torbay","40","[c]","25160","27570"
"New entrant CS","2021","Tower Hamlets","980","[c]","39690","33960"
"New entrant CS","2021","Tyneside","2180","[c]","24880","21010"
"New entrant CS","2021","Unknown","895","[c]","32720","27570"
"New entrant CS","2021","Wakefield","195","[c]","26040","27570"
"New entrant CS","2021","Walsall","45","[c]","24280","22920"
"New entrant CS","2021","Wandsworth","180","[c]","28290","30220"
"New entrant CS","2021","Warrington","450","[c]","29780","27570"
"New entrant CS","2021","Warwickshire","105","[c]","24680","22920"
"New entrant CS","2021","West Cumbria","85","[c]","29360","24620"
"New entrant CS","2021","West Essex","105","[c]","28730","29290"
"New entrant CS","2021","West Kent","50","[c]","28870","29290"
"New entrant CS","2021","West Lothian","65","[c]","23050","21010"
"New entrant CS","2021","West Northamptonshire","170","[c]","23200","22850"
"New entrant CS","2021","West Surrey","380","[c]","28870","27960"
"New entrant CS","2021","West Sussex (North East)","190","[c]","27700","27570"
"New entrant CS","2021","West Sussex (South West)","130","[c]","27830","27570"
"New entrant CS","2021","Westminster","7615","[c]","38390","33570"
"New entrant CS","2021","Wiltshire","905","[c]","29820","26670"
"New entrant CS","2021","Wirral","145","[c]","23350","22350"
"New entrant CS","2021","Wolverhampton","75","[c]","24160","22920"
"New entrant CS","2021","Worcestershire","245","[c]","25480","22850"
"New entrant CS","2021","York","350","[c]","30530","26750"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","",""
"Data column","Description","","","","",""
"Status","Employment status of the civil servants.","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","",""
"Year","Year of data collection (as at 31 March).","","","","",""
"Region_ITL3","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","",""
"","ITL 3 divides into counties, unitary authorities, or districts in England (some grouped), groups of unitary authorities in Wales, groups of council areas in Scotland, groups of districts in Northern Ireland.","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","",""
